saat,gun_tipi,sicaklik,yagis,gorus_mesafesi,trafik_yogunlugu,hiz_limiti,ortalama_hiz,kavsak_yogunlugu,yol_tipi,zemin_durumu,isiklandirma,is_cikisi_saati,risk_score,kaza,suggestions
21,hafta_ici,25.8,hafif,659,4,120,90.7,9,kirsal,kuru,yeterli,0,0.7225,1,farlari_ac;kavsakta_dikkat
7,hafta_ici,13.6,siddetli,356,1,90,93.9,1,otoyol,kuru,yeterli,0,0.8605,1,hizini_azalt;hizini_dusur
10,hafta_ici,-7.7,hafif,583,1,90,58.9,1,sehir_ici,kuru,yeterli,0,0.5792,1,normal_surec
8,hafta_sonu,36.3,yok,1070,2,90,56.7,5,sehir_ici,kuru,yeterli,0,0.1495,0,normal_surec
4,hafta_ici,27.4,hafif,723,10,50,14.5,3,otoyol,kuru,yetersiz,0,0.8519,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
13,hafta_ici,11.5,yok,675,8,70,39.6,10,otoyol,islak,yeterli,0,0.7661,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir;kavsakta_dikkat"
2,hafta_ici,6.6,yok,768,2,90,64.4,9,sehir_ici,kuru,yetersiz,0,0.6286,1,farlari_ac;kavsakta_dikkat
20,hafta_ici,19.0,hafif,730,2,120,104.1,5,otoyol,islak,yeterli,0,0.6813,1,farlari_ac;takip_mesafesini_artir
4,hafta_ici,17.0,yok,1011,10,110,23.8,7,sehir_ici,kuru,yeterli,0,0.353,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
4,hafta_ici,20.4,yok,1036,10,70,25.8,1,sehir_ici,kuru,yeterli,0,0.2507,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
18,hafta_sonu,6.6,yok,1009,8,70,21.7,2,sehir_ici,kuru,yetersiz,1,0.5457,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
13,hafta_ici,26.0,yok,1293,6,50,21.3,4,sehir_ici,kuru,yeterli,0,0.0986,0,normal_surec
3,hafta_ici,10.3,yok,1130,4,50,22.6,9,sehir_ici,karlı,yeterli,0,0.3553,1,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
12,hafta_ici,21.8,yok,1134,3,90,56.0,5,sehir_ici,kuru,yeterli,0,0.1346,0,normal_surec
9,hafta_ici,7.0,siddetli,341,1,90,59.2,5,sehir_ici,kuru,yeterli,0,0.8898,1,hizini_azalt
17,resmi_tatil,41.5,siddetli,370,3,70,46.0,9,sehir_ici,kuru,yeterli,1,0.9493,1,hizini_azalt;kavsakta_dikkat
7,hafta_ici,22.0,hafif,1003,9,90,37.1,8,kirsal,islak,yetersiz,0,0.826,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
7,hafta_ici,43.8,yok,826,5,110,59.2,2,sehir_ici,kuru,yeterli,0,0.3144,1,normal_surec
6,hafta_ici,23.3,yok,1740,6,70,28.0,7,sehir_ici,kuru,yeterli,0,0.0267,0,normal_surec
7,hafta_ici,9.4,hafif,402,5,110,62.6,1,sehir_ici,kuru,yeterli,0,0.7983,1,normal_surec
13,hafta_ici,23.3,hafif,948,1,70,46.5,10,sehir_ici,kuru,yeterli,0,0.4165,1,kavsakta_dikkat
18,resmi_tatil,24.0,yok,809,10,90,34.7,9,otoyol,kuru,yeterli,1,0.675,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
5,hafta_sonu,18.7,yok,979,1,110,71.1,3,sehir_ici,kuru,yeterli,0,0.1596,0,farlari_ac
0,resmi_tatil,21.3,yok,1005,4,90,50.3,2,sehir_ici,islak,yeterli,0,0.2717,0,farlari_ac;takip_mesafesini_artir
22,hafta_ici,22.6,yok,739,3,120,67.0,4,sehir_ici,islak,yeterli,0,0.4991,0,farlari_ac;takip_mesafesini_artir
14,hafta_ici,5.1,yok,1026,8,50,25.1,4,kirsal,islak,yetersiz,0,0.5959,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
0,hafta_ici,4.4,hafif,453,7,90,33.0,3,sehir_ici,kuru,yeterli,0,0.8197,1,farlari_ac
16,hafta_ici,7.1,yok,629,7,90,37.0,2,sehir_ici,islak,yeterli,0,0.6562,1,takip_mesafesini_artir
0,hafta_sonu,16.3,yok,988,8,90,47.9,5,kirsal,kuru,yetersiz,0,0.5166,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
14,hafta_ici,12.8,yok,1476,10,110,23.9,4,sehir_ici,kuru,yeterli,0,0.0777,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
22,hafta_sonu,5.2,yok,923,7,110,46.0,5,sehir_ici,karlı,yeterli,0,0.5425,1,farlari_ac;takip_mesafesini_artir
1,hafta_sonu,22.8,yok,1282,10,110,32.8,8,sehir_ici,islak,yeterli,0,0.2788,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
13,hafta_ici,17.8,yok,746,2,70,64.1,2,kirsal,kuru,yeterli,0,0.3212,0,hizini_dusur
20,hafta_ici,16.7,yok,614,4,70,62.8,9,otoyol,islak,yeterli,0,0.724,1,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
7,hafta_ici,12.4,hafif,681,6,90,38.3,10,sehir_ici,buzlu,yeterli,0,0.9198,1,takip_mesafesini_artir;kavsakta_dikkat
7,hafta_ici,11.2,yok,1526,3,90,54.6,1,sehir_ici,kuru,yeterli,0,0.0281,0,normal_surec
18,hafta_sonu,6.6,yok,1062,3,120,81.5,8,sehir_ici,kuru,yeterli,1,0.2817,0,kavsakta_dikkat
6,hafta_ici,24.3,yok,1247,6,50,16.5,5,sehir_ici,islak,yetersiz,0,0.3609,1,farlari_ac;takip_mesafesini_artir
18,hafta_ici,8.0,hafif,869,1,70,37.5,2,sehir_ici,kuru,yeterli,1,0.4493,1,normal_surec
5,hafta_ici,17.1,yok,989,1,90,65.7,8,sehir_ici,kuru,yeterli,0,0.2098,0,farlari_ac;kavsakta_dikkat
5,resmi_tatil,31.6,hafif,572,5,110,61.7,5,sehir_ici,islak,yeterli,0,0.8303,1,farlari_ac;takip_mesafesini_artir
2,hafta_ici,11.7,yok,1141,1,120,73.4,10,sehir_ici,kuru,yeterli,0,0.1486,0,farlari_ac;kavsakta_dikkat
6,hafta_sonu,24.6,hafif,717,10,70,18.0,10,sehir_ici,kuru,yeterli,0,0.798,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
18,hafta_ici,20.7,hafif,348,8,50,20.2,3,otoyol,kuru,yeterli,1,0.9203,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
7,hafta_sonu,18.1,yok,1088,2,70,47.3,7,sehir_ici,kuru,yeterli,0,0.1608,0,normal_surec
9,hafta_sonu,19.3,yok,999,6,70,32.5,4,sehir_ici,karlı,yeterli,0,0.433,0,takip_mesafesini_artir
19,hafta_ici,14.1,yok,763,10,120,40.1,10,sehir_ici,kuru,yeterli,1,0.7224,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
14,hafta_ici,15.3,hafif,587,10,70,19.9,6,otoyol,kuru,yeterli,0,0.8258,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
14,hafta_sonu,9.5,yok,650,5,70,37.9,10,sehir_ici,karlı,yeterli,0,0.787,1,takip_mesafesini_artir;kavsakta_dikkat
0,hafta_ici,15.4,yok,546,10,70,22.7,8,sehir_ici,islak,yeterli,0,0.8421,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
19,hafta_sonu,9.1,hafif,612,4,70,39.5,1,sehir_ici,kuru,yeterli,1,0.7242,1,farlari_ac
6,hafta_ici,25.1,hafif,762,1,110,67.0,2,sehir_ici,islak,yeterli,0,0.5694,1,takip_mesafesini_artir
3,hafta_sonu,-2.0,yok,895,3,50,32.4,8,sehir_ici,kuru,yeterli,0,0.3117,1,farlari_ac;kavsakta_dikkat
5,hafta_sonu,19.8,yok,711,4,70,49.5,7,kirsal,kuru,yeterli,0,0.4772,0,farlari_ac
0,hafta_sonu,18.4,yok,758,2,120,69.7,10,sehir_ici,kuru,yeterli,0,0.4302,1,farlari_ac;kavsakta_dikkat
4,hafta_ici,17.5,yok,1164,2,50,34.5,9,sehir_ici,kuru,yeterli,0,0.1446,0,farlari_ac;kavsakta_dikkat
22,hafta_ici,25.2,yok,1500,2,110,75.7,2,sehir_ici,kuru,yetersiz,0,0.0703,0,farlari_ac
0,hafta_ici,12.1,yok,1231,1,70,63.4,8,otoyol,kuru,yetersiz,0,0.2199,0,farlari_ac;hizini_dusur;kavsakta_dikkat
3,hafta_ici,17.6,yok,1390,10,90,38.4,6,otoyol,kuru,yeterli,0,0.1204,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
21,hafta_ici,-2.2,hafif,411,2,50,48.6,1,otoyol,kuru,yeterli,0,0.7493,1,farlari_ac;hizini_dusur
1,hafta_ici,10.8,yok,977,6,70,32.6,4,sehir_ici,kuru,yeterli,0,0.2533,0,farlari_ac
9,hafta_sonu,23.6,yok,1305,3,90,57.6,2,sehir_ici,kuru,yeterli,0,0.0641,0,normal_surec
4,hafta_ici,1.6,yok,580,10,70,24.5,7,sehir_ici,kuru,yeterli,0,0.7216,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
9,hafta_ici,16.6,yok,802,5,90,48.8,9,sehir_ici,kuru,yeterli,0,0.4513,0,kavsakta_dikkat
0,hafta_ici,8.2,yok,1282,1,70,55.1,6,kirsal,kuru,yetersiz,0,0.1664,0,farlari_ac
21,hafta_ici,13.9,yok,1077,8,90,21.0,4,sehir_ici,kuru,yeterli,0,0.2202,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
5,hafta_ici,8.8,hafif,426,4,120,72.5,5,sehir_ici,kuru,yeterli,0,0.8137,1,farlari_ac
12,resmi_tatil,2.5,yok,510,9,50,18.7,1,otoyol,kuru,yeterli,0,0.6619,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
14,hafta_sonu,18.9,yok,1401,4,70,50.7,4,kirsal,islak,yeterli,0,0.0976,0,takip_mesafesini_artir
3,hafta_ici,14.5,hafif,230,2,110,81.3,10,sehir_ici,buzlu,yeterli,0,0.9752,1,sis_farlarini_ac;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
12,hafta_ici,21.1,yok,1189,3,90,70.4,3,kirsal,islak,yeterli,0,0.1629,0,takip_mesafesini_artir
23,hafta_sonu,22.9,hafif,504,5,50,25.0,9,sehir_ici,kuru,yeterli,0,0.8278,1,farlari_ac;kavsakta_dikkat
19,hafta_ici,27.3,yok,1314,10,90,25.3,6,sehir_ici,kuru,yeterli,1,0.2143,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
23,hafta_ici,16.3,hafif,412,6,70,31.6,4,sehir_ici,kuru,yeterli,0,0.8375,0,farlari_ac
14,hafta_ici,27.7,yok,1784,7,50,27.7,3,sehir_ici,karlı,yeterli,0,0.0469,0,takip_mesafesini_artir
7,hafta_ici,5.2,hafif,672,4,120,65.3,4,sehir_ici,kuru,yeterli,0,0.6264,0,normal_surec
4,hafta_ici,24.1,hafif,702,7,110,49.8,8,sehir_ici,kuru,yeterli,0,0.7309,1,farlari_ac;kavsakta_dikkat
14,hafta_ici,19.6,yok,768,10,90,25.6,5,sehir_ici,kuru,yeterli,0,0.5322,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_ici,17.3,yok,959,3,70,47.3,1,sehir_ici,kuru,yeterli,0,0.1804,1,farlari_ac
11,hafta_sonu,19.4,hafif,580,7,50,14.1,5,sehir_ici,kuru,yeterli,0,0.7666,1,normal_surec
12,hafta_ici,5.4,yok,1538,4,110,72.3,8,kirsal,kuru,yeterli,0,0.0487,0,kavsakta_dikkat
1,hafta_sonu,3.0,yok,1120,8,30,11.3,4,sehir_ici,islak,yetersiz,0,0.5079,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
18,hafta_sonu,32.1,yok,1163,9,70,26.8,2,kirsal,kuru,yeterli,1,0.2433,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
18,hafta_ici,13.3,hafif,695,7,70,36.7,3,sehir_ici,kuru,yeterli,1,0.755,1,normal_surec
3,hafta_ici,13.2,yok,1188,8,90,45.2,9,kirsal,kuru,yeterli,0,0.2217,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
3,hafta_ici,4.0,yok,583,8,70,36.6,7,otoyol,kuru,yetersiz,0,0.8387,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
10,hafta_ici,0.2,yok,1614,2,70,44.2,3,sehir_ici,kuru,yeterli,0,0.0215,0,normal_surec
4,hafta_sonu,14.1,hafif,442,9,110,32.7,5,sehir_ici,kuru,yeterli,0,0.8695,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
19,hafta_ici,11.6,hafif,593,6,90,42.3,3,sehir_ici,kuru,yeterli,1,0.7978,0,farlari_ac
10,resmi_tatil,15.0,siddetli,364,4,50,33.1,10,sehir_ici,islak,yeterli,0,0.9615,1,hizini_azalt;takip_mesafesini_artir;kavsakta_dikkat
9,hafta_ici,15.9,yok,1580,5,110,54.9,4,sehir_ici,kuru,yeterli,0,0.0346,0,normal_surec
7,hafta_ici,39.9,hafif,745,10,70,24.7,8,kirsal,kuru,yeterli,0,0.7592,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
5,hafta_ici,11.6,yok,848,5,70,52.8,3,kirsal,kuru,yeterli,0,0.3212,0,farlari_ac
5,hafta_ici,30.8,yok,1038,7,90,42.9,3,kirsal,islak,yetersiz,0,0.5407,0,farlari_ac;takip_mesafesini_artir
7,hafta_ici,31.4,yok,1050,9,70,37.0,8,kirsal,kuru,yeterli,0,0.3264,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
22,hafta_ici,22.5,yok,1060,7,70,25.4,10,sehir_ici,kuru,yeterli,0,0.2972,0,farlari_ac;kavsakta_dikkat
14,hafta_ici,12.6,siddetli,157,9,110,53.5,10,kirsal,kuru,yeterli,0,0.9806,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
13,hafta_ici,1.4,yok,1378,4,120,92.7,7,kirsal,kuru,yeterli,0,0.0792,0,normal_surec
10,resmi_tatil,19.8,yok,1040,10,90,14.8,7,sehir_ici,kuru,yeterli,0,0.3278,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
11,hafta_ici,25.2,hafif,470,10,30,8.5,10,sehir_ici,kuru,yeterli,0,0.9053,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
12,hafta_sonu,32.5,hafif,510,4,70,59.8,2,kirsal,kuru,yeterli,0,0.7323,1,normal_surec
7,hafta_sonu,5.5,yok,1080,6,70,31.1,7,sehir_ici,islak,yeterli,0,0.3309,1,takip_mesafesini_artir
17,hafta_sonu,12.6,yok,579,8,70,25.1,10,sehir_ici,kuru,yeterli,1,0.8025,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
0,hafta_ici,5.6,hafif,758,9,70,27.2,10,otoyol,islak,yeterli,0,0.8427,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
14,hafta_sonu,8.7,yok,1070,1,90,69.0,3,sehir_ici,kuru,yetersiz,0,0.2547,0,farlari_ac
7,hafta_ici,21.6,yok,1469,1,50,45.2,7,kirsal,kuru,yetersiz,0,0.1011,0,farlari_ac;hizini_dusur
10,hafta_ici,8.2,yok,1023,8,70,35.1,4,sehir_ici,kuru,yetersiz,0,0.4663,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
11,hafta_ici,6.8,yok,674,7,90,43.6,8,sehir_ici,kuru,yeterli,0,0.5969,1,kavsakta_dikkat
11,hafta_sonu,23.0,hafif,384,9,70,29.5,8,sehir_ici,islak,yeterli,0,0.9465,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir;kavsakta_dikkat"
3,hafta_ici,19.5,yok,882,3,120,73.2,6,sehir_ici,kuru,yetersiz,0,0.4987,1,farlari_ac
15,hafta_sonu,18.5,yok,914,10,70,17.2,3,sehir_ici,kuru,yeterli,0,0.3682,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_ici,8.5,yok,829,5,110,58.9,6,sehir_ici,kuru,yeterli,0,0.3761,0,farlari_ac
4,hafta_sonu,27.9,yok,1038,3,110,98.3,6,kirsal,kuru,yeterli,0,0.1978,1,farlari_ac
23,resmi_tatil,15.1,yok,822,5,110,65.3,3,sehir_ici,kuru,yeterli,0,0.3353,1,farlari_ac
4,hafta_ici,38.8,yok,1076,10,30,5.0,4,sehir_ici,islak,yeterli,0,0.3716,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
7,resmi_tatil,16.6,yok,843,1,120,127.5,2,kirsal,islak,yeterli,0,0.3452,0,hizini_dusur;takip_mesafesini_artir
9,hafta_ici,-8.3,yok,1189,4,50,29.3,1,sehir_ici,islak,yeterli,0,0.1535,0,takip_mesafesini_artir
16,hafta_ici,-8.8,yok,906,6,30,22.9,2,otoyol,kuru,yeterli,0,0.2854,0,normal_surec
8,hafta_ici,21.2,yok,1373,2,70,41.3,7,sehir_ici,kuru,yeterli,0,0.064,0,normal_surec
21,hafta_ici,28.0,yok,1195,7,50,16.2,10,sehir_ici,kuru,yeterli,0,0.2061,0,farlari_ac;kavsakta_dikkat
18,hafta_ici,7.2,yok,1058,8,50,11.5,5,sehir_ici,islak,yeterli,1,0.4632,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
13,hafta_ici,36.0,hafif,562,1,70,75.0,9,kirsal,kuru,yeterli,0,0.7385,0,hizini_dusur;kavsakta_dikkat
7,hafta_ici,31.6,yok,544,4,70,35.8,3,sehir_ici,kuru,yeterli,0,0.5458,1,normal_surec
8,hafta_sonu,17.1,yok,1424,4,90,49.9,2,sehir_ici,kuru,yeterli,0,0.0469,0,normal_surec
21,hafta_sonu,20.4,yok,795,5,50,33.3,4,otoyol,kuru,yeterli,0,0.3765,1,farlari_ac
10,hafta_sonu,23.9,siddetli,256,4,90,45.3,2,sehir_ici,kuru,yeterli,0,0.9221,1,hizini_azalt;sis_farlarini_ac
22,hafta_sonu,33.9,yok,1103,9,120,38.2,7,sehir_ici,kuru,yeterli,0,0.2647,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
0,hafta_sonu,21.8,hafif,566,7,70,29.8,10,sehir_ici,karlı,yeterli,0,0.9249,1,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
13,hafta_ici,16.9,yok,1406,2,90,65.0,6,sehir_ici,islak,yeterli,0,0.09,0,takip_mesafesini_artir
4,hafta_ici,21.7,hafif,380,1,120,108.7,8,kirsal,kuru,yeterli,0,0.8299,0,farlari_ac;hizini_dusur;kavsakta_dikkat
20,hafta_sonu,20.4,hafif,912,9,50,19.2,5,kirsal,karlı,yeterli,0,0.7557,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
13,hafta_ici,24.2,yok,1201,1,70,51.8,2,sehir_ici,kuru,yeterli,0,0.0754,0,normal_surec
3,hafta_ici,-0.7,yok,926,6,110,51.6,4,sehir_ici,islak,yeterli,0,0.4098,1,farlari_ac;takip_mesafesini_artir
21,hafta_ici,18.2,yok,929,2,120,78.7,1,sehir_ici,kuru,yeterli,0,0.1799,0,farlari_ac
22,hafta_ici,19.6,yok,334,4,90,45.5,2,sehir_ici,kuru,yetersiz,0,0.8518,1,farlari_ac
0,hafta_ici,14.3,yok,745,6,50,27.2,4,sehir_ici,kuru,yetersiz,0,0.6567,1,farlari_ac
21,hafta_ici,22.8,yok,893,5,120,68.7,6,sehir_ici,kuru,yeterli,0,0.3258,0,farlari_ac
22,hafta_ici,34.2,yok,1052,6,50,29.9,4,sehir_ici,kuru,yeterli,0,0.2101,1,farlari_ac
18,hafta_ici,16.4,yok,1377,3,70,41.5,4,sehir_ici,kuru,yeterli,1,0.0865,0,normal_surec
7,hafta_ici,21.9,yok,1611,5,70,23.0,10,sehir_ici,buzlu,yetersiz,0,0.3064,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
14,hafta_ici,31.1,yok,1081,2,70,46.9,10,sehir_ici,kuru,yeterli,0,0.1955,0,kavsakta_dikkat
20,hafta_sonu,16.6,yok,1061,7,110,46.7,2,sehir_ici,kuru,yeterli,0,0.1942,0,farlari_ac
14,hafta_ici,6.1,siddetli,213,3,110,85.5,9,otoyol,islak,yeterli,0,0.9734,1,hizini_azalt;sis_farlarini_ac;takip_mesafesini_artir;kavsakta_dikkat
8,hafta_ici,21.2,yok,485,1,110,72.9,10,sehir_ici,kuru,yeterli,0,0.6453,0,kavsakta_dikkat
20,hafta_sonu,-7.0,hafif,490,8,30,6.2,8,sehir_ici,kuru,yeterli,0,0.8602,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
8,hafta_ici,-8.0,yok,938,8,90,35.0,8,sehir_ici,kuru,yeterli,0,0.3876,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
9,hafta_ici,18.3,yok,1292,3,110,86.5,5,kirsal,kuru,yeterli,0,0.0836,0,normal_surec
19,hafta_ici,-8.4,yok,1155,7,70,30.2,3,sehir_ici,islak,yeterli,1,0.3304,1,farlari_ac;takip_mesafesini_artir
20,hafta_sonu,1.8,yok,1066,9,120,51.1,6,sehir_ici,kuru,yeterli,0,0.2805,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
8,hafta_ici,11.2,hafif,495,8,110,40.1,9,sehir_ici,kuru,yeterli,0,0.8697,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
2,hafta_ici,7.8,yok,405,3,90,68.3,8,kirsal,kuru,yeterli,0,0.7254,1,farlari_ac;kavsakta_dikkat
19,hafta_sonu,13.5,yok,423,2,50,25.4,7,sehir_ici,kuru,yeterli,1,0.7558,1,farlari_ac
10,hafta_ici,26.1,siddetli,125,10,90,26.9,8,sehir_ici,islak,yetersiz,0,0.9955,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
5,hafta_ici,17.4,yok,912,7,120,60.4,4,sehir_ici,islak,yeterli,0,0.4496,1,farlari_ac;takip_mesafesini_artir
1,hafta_ici,6.6,siddetli,324,7,70,35.4,6,otoyol,kuru,yeterli,0,0.9445,1,hizini_azalt;farlari_ac
6,hafta_ici,28.5,siddetli,322,9,110,38.0,5,kirsal,kuru,yeterli,0,0.9505,1,"hizini_azalt;saglam_sabit_hareket,serit_degisiminden_kacin"
17,hafta_ici,0.7,yok,1238,5,70,44.5,2,sehir_ici,kuru,yeterli,1,0.1438,0,normal_surec
1,hafta_ici,17.2,yok,845,4,90,63.0,8,sehir_ici,kuru,yeterli,0,0.3779,1,farlari_ac;kavsakta_dikkat
16,hafta_sonu,-0.4,yok,1343,8,90,37.4,3,sehir_ici,kuru,yeterli,0,0.0953,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
10,hafta_ici,17.5,yok,720,4,90,52.6,5,sehir_ici,islak,yeterli,0,0.5613,1,takip_mesafesini_artir
11,hafta_ici,11.8,yok,1256,4,110,83.9,8,kirsal,kuru,yeterli,0,0.1245,0,kavsakta_dikkat
18,hafta_ici,25.8,siddetli,124,2,70,65.5,9,kirsal,kuru,yeterli,1,0.977,1,hizini_azalt;sis_farlarini_ac;hizini_dusur;kavsakta_dikkat
21,hafta_ici,22.2,hafif,388,1,70,52.2,9,sehir_ici,kuru,yetersiz,0,0.9234,1,farlari_ac;kavsakta_dikkat
23,hafta_ici,9.1,yok,1495,4,110,63.0,5,sehir_ici,kuru,yeterli,0,0.0453,0,farlari_ac
6,hafta_sonu,7.2,yok,938,7,50,16.2,2,sehir_ici,kuru,yetersiz,0,0.4717,1,farlari_ac
19,hafta_ici,11.8,yok,795,9,90,30.8,7,sehir_ici,kuru,yeterli,1,0.628,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
5,hafta_sonu,33.8,yok,1330,9,30,9.3,7,sehir_ici,kuru,yeterli,0,0.1381,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
20,hafta_sonu,31.2,hafif,819,10,50,10.0,8,sehir_ici,kuru,yeterli,0,0.7022,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
23,hafta_ici,5.3,yok,870,1,90,64.4,8,sehir_ici,islak,yeterli,0,0.4083,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
0,hafta_sonu,23.0,yok,1083,5,110,54.0,5,sehir_ici,kuru,yeterli,0,0.184,0,farlari_ac
16,hafta_ici,-2.3,yok,1041,7,50,21.3,1,sehir_ici,islak,yeterli,0,0.2914,1,takip_mesafesini_artir
10,hafta_ici,10.5,hafif,91,7,70,31.7,4,sehir_ici,kuru,yeterli,0,0.9473,0,hizini_azalt;sis_farlarini_ac
21,hafta_ici,5.7,yok,581,10,50,17.0,4,sehir_ici,islak,yeterli,0,0.7803,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
17,hafta_ici,25.7,hafif,769,6,70,30.4,3,sehir_ici,kuru,yetersiz,1,0.8361,1,farlari_ac
20,hafta_ici,2.1,yok,750,10,50,21.3,8,otoyol,kuru,yeterli,0,0.6063,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
16,hafta_ici,19.3,hafif,695,4,70,42.6,3,sehir_ici,islak,yetersiz,0,0.8581,1,farlari_ac;takip_mesafesini_artir
6,hafta_ici,15.0,yok,1078,3,110,71.6,5,sehir_ici,kuru,yeterli,0,0.1602,0,normal_surec
16,hafta_ici,13.2,yok,1364,9,90,30.9,2,sehir_ici,kuru,yeterli,0,0.0909,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
19,hafta_ici,31.7,hafif,354,10,70,22.6,6,sehir_ici,kuru,yeterli,1,0.9447,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
8,hafta_sonu,32.6,yok,1118,4,90,48.3,6,sehir_ici,kuru,yeterli,0,0.1623,0,normal_surec
16,hafta_sonu,13.6,yok,980,8,120,57.7,8,sehir_ici,kuru,yeterli,0,0.3565,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
19,hafta_ici,11.5,yok,763,1,70,66.2,8,kirsal,kuru,yeterli,1,0.4905,0,farlari_ac;hizini_dusur;kavsakta_dikkat
21,hafta_ici,-0.1,hafif,456,7,70,45.5,1,kirsal,kuru,yeterli,0,0.804,1,farlari_ac
21,hafta_sonu,15.0,hafif,640,6,90,54.6,5,otoyol,kuru,yeterli,0,0.7164,1,farlari_ac
7,hafta_sonu,34.5,yok,1188,1,70,50.9,2,sehir_ici,islak,yeterli,0,0.127,0,takip_mesafesini_artir
16,hafta_sonu,13.7,yok,1019,4,90,52.1,10,sehir_ici,kuru,yeterli,0,0.2696,0,kavsakta_dikkat
6,hafta_ici,22.3,hafif,617,5,110,59.1,5,sehir_ici,kuru,yeterli,0,0.7088,0,normal_surec
